    0.000000      0.000000  
  -395.055062     -0.000085     -0.000035     -0.000000     -0.000000      0.000000      0.000000  
  -395.054920     -0.000085     -0.000046     -0.000000     -0.000000      0.000000      0.000000  
  -395.054997     -0.000084     -0.000038     -0.000000     -0.000000     -0.000000     -0.000000  
  -395.055062     -0.000083     -0.000041     -0.000000     -0.000000     -0.000000     -0.000000  
  -395.054470     -0.000083     -0.000046     -0.000001     -0.000000     -0.000000     -0.000000  
  -395.048759     -0.000082     -0.000035     -0.000002     -0.000001     -0.000000     -0.000000  
  -395.032928     -0.000083     -0.000046     -0.000005     -0.000003     -0.000001     -0.000001  
  -394.992479     -0.000083     -0.000040     -0.000012     -0.000006     -0.000004     -0.000002  
  -394.910820     -0.000083     -0.000038     -0.000022     -0.000012     -0.000010     -0.000005  
  -394.782435     -0.000082     -0.000048     -0.000037     -0.000018     -0.000021     -0.000011  
  -394.611854     -0.000083     -0.000037     -0.000053     -0.000027     -0.000035     -0.000018  
  -394.415169     -0.000082     -0.000047     -0.000070     -0.000036     -0.000053     -0.000027  
  -394.210106     -0.000082     -0.000042     -0.000086     -0.000043     -0.000073     -0.000037  
  -394.007333     -0.000082     -0.000036     -0.000102     -0.000053     -0.000096     -0.000049  
  -393.810142     -0.000082     -0.000049     -0.000119     -0.000060     -0.000125     -0.000064  
  -393.612592     -0.000081     -0.000036     -0.000136     -0.000069     -0.000163     -0.000083  
  -393.399176     -0.000081     -0.000045     -0.000156     -0.000080     -0.000213     -0.000108  
  -393.156060     -0.000082     -0.000043     -0.000179     -0.000090     -0.000279     -0.000142  
  -392.875080     -0.000082     -0.000037     -0.000205     -0.000106     -0.000360     -0.000183  
  -392.556793     -0.000082     -0.000049     -0.000234     -0.000119     -0.000455     -0.000232  
  -392.209790     -0.000083     -0.000039     -0.000263     -0.000134     -0.000561     -0.000287  
  -391.848715     -0.000082     -0.000042     -0.000293     -0.000151     -0.000678     -0.000346  
  -391.485197     -0.000082     -0.000046     -0.000323     -0.000165     -0.000805     -0.000412  
  -391.124133     -0.000082     -0.000037     -0.000353     -0.000182     -0.000948     -0.000486  
  -390.763262     -0.000082     -0.000048     -0.000383     -0.000197     -0.001111     -0.000569  
  -390.390893     -0.000082     -0.000040     -0.000415     -0.000213     -0.001301     -0.000667  
  -389.998452     -0.000082     -0.000040     -0.000450     -0.000233     -0.001524     -0.000782  
  -389.576205     -0.000082     -0.000048     -0.000487     -0.000249     -0.001782     -0.000915  
  -389.118441     -0.000081     -0.000036     -0.000526     -0.000272     -0.002073     -0.001065  
  -388.627965     -0.000080     -0.000045     -0.000568     -0.000293     -0.002392     -0.001228  
  -388.115075     -0.000081     -0.000043     -0.000611     -0.000312     -0.002733     -0.001405  
  -387.593464     -0.000081     -0.000037     -0.000653     -0.000338     -0.003097     -0.001591  
  -387.070839     -0.000081     -0.000048     -0.000696     -0.000356     -0.003486     -0.001791  
  -386.548822     -0.000083     -0.000036     -0.000739     -0.000380     -0.003915     -0.002011  
  -386.021813     -0.000082     -0.000044     -0.000784     -0.000403     -0.004394     -0.002256  
  -385.475537     -0.000082     -0.000043     -0.000831     -0.000425     -0.004934     -0.002535  
  -384.899113     -0.000082     -0.000038     -0.000882     -0.000455     -0.005537     -0.002844  
  -384.286586     -0.000082     -0.000048     -0.000935     -0.000480     -0.006193     -0.003181  
  -383.641927     -0.000082     -0.000039     -0.000989     -0.000507     -0.006898     -0.003545  
  -382.977766     -0.000081     -0.000041     -0.001044     -0.000539     -0.007644     -0.003927  
  -382.302820     -0.000081     -0.000048     -0.001099     -0.000562     -0.008434     -0.004334  
  -381.623931     -0.000081     -0.000034     -0.001154     -0.000595     -0.009277     -0.004767  
  -380.939860     -0.000081     -0.000048     -0.001211     -0.000621     -0.010185     -0.005232  
  -380.242901     -0.000081     -0.000038     -0.001269     -0.000650     -0.011160     -0.005734  
  -379.527855     -0.000081     -0.000040     -0.001329     -0.000685     -0.012212     -0.006273  
  -378.794044     -0.000081     -0.000048     -0.001390     -0.000712     -0.013351     -0.006860  
  -378.036867     -0.000081     -0.000036     -0.001454     -0.000749     -0.014577     -0.007491  
  -377.253806     -0.000082     -0.000047     -0.001520     -0.000782     -0.015890     -0.008162  
  -376.447320     -0.000082     -0.000042     -0.001588     -0.000812     -0.017280     -0.008878  
  -375.620443     -0.000082     -0.000036     -0.001657     -0.000853     -0.018749     -0.009630  
  -374.781507     -0.000083     -0.000049     -0.001728     -0.000884     -0.020294     -0.010422  
  -373.931595     -0.000083     -0.000037     -0.001800     -0.000923     -0.021920     -0.011258  
  -373.073213     -0.000083     -0.000045     -0.001872     -0.000962     -0.023635     -0.012133  
  -372.204680     -0.000083     -0.000045     -0.001945     -0.000993     -0.025455     -0.013067  
  -371.323213     -0.000083     -0.000035     -0.002020     -0.001036     -0.027398     -0.014059  
  -370.422274     -0.000083     -0.000048     -0.002097     -0.001071     -0.029474     -0.015120  
  -369.495483     -0.000084     -0.000038     -0.002177     -0.001112     -0.031682     -0.016251  
  -368.541889     -0.000083     -0.000044     -0.002259     -0.001157     -0.034005     -0.017435  
  -367.564543     -0.000084     -0.000046     -0.002342     -0.001194     -0.036424     -0.018671  
